id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
9,stl#User:Feedback page->User:Feedback page->Feedback page:display feedback form->display feedback form:Feedback form->Feedback form:Rest cal for inserting feedback->Rest cal for inserting feedback:Validate feedback data->Validate feedback data:Display an invalid feedback error message->Display an invalid feedback error message:Invalid error message,Online Feedback Process,INT,8,0,7.142857142857143,57.142857142857146
1,stl#User:Register Online Button->User:Register Online Button->Register Online Button:redirect to registration page->redirect to registration page:Registration Page->Registration Page:Rest cal for inserting registration data->Rest cal for inserting registration data:Validate registration information->Validate registration information:Display an invalid error message->Display an invalid error message:Invalid error message,Online registration,TRAN_NA,8,0,5.857142857142857,46.857142857142854
2,stl#User:Registration Page->User:Registration Page->Registration Page:Rest cal for inserting registration data->Rest cal for inserting registration data:Validate registration information->Validate registration information:Display an invalid error message->Display an invalid error message:Invalid error message,Online registration,TRAN_NA,6,0,5.4,32.400000000000006
3,stl#User:Invalid error message->User:Invalid error message,Online registration,CTRL,2,0,3,6
4,stl#User:Invalid error message->User:Invalid error message,Online registration,EXTCLL,2,0,3,6
5,stl#User:Invalid error message->User:Invalid error message,Online registration,INT,2,0,3,6
1,stl#User:checkin page->User:checkin page->checkin page:Rest cal for validating checkin information->Rest cal for validating checkin information:Validate feedback data->Validate feedback data:save checkin information->save checkin information:Checkin information,Onsite user checkin,TRAN_NA,6,0,10.6,63.599999999999994
2,stl#User:Invalid checkin information->User:Invalid checkin information->Invalid checkin information:save checkin information->save checkin information:Checkin information,Onsite user checkin,TRAN_NA,4,0,13,52
3,stl#User:Checkin button->User:Checkin button->Checkin button:display checkin page->display checkin page:checkin page->checkin page:Rest cal for validating checkin information->Rest cal for validating checkin information:Validate feedback data->Validate feedback data:save checkin information->save checkin information:Checkin information,Onsite user checkin,TRAN_NA,8,0,11.285714285714286,90.28571428571429
4,stl#Neon CRM:Invalid checkin information->Neon CRM:Invalid checkin information->Invalid checkin information:save checkin information->save checkin information:Checkin information,Onsite user checkin,TRAN_NA,4,0,13,52
1,stl#User:Invalid store error message->User:Invalid store error message,Report generation,CTRL,2,0,2,4
2,stl#User:report generation button->User:report generation button->report generation button:query report->query report:report list->report list:dump report to Excel->dump report to Excel:Excel,Report generation,TRAN_NA,6,0,4.2,25.200000000000003
3,stl#User:report generation button->User:report generation button->report generation button:query report->query report:report list->report list:dump report to Excel->dump report to Excel:Display an invalid store error message->Display an invalid store error message:Invalid store error message,Report generation,TRAN_NA,7,0,4,28
4,stl#User:report generation button->User:report generation button->report generation button:query report->query report:report,Report generation,TRAN_NA,4,0,4.666666666666667,18.666666666666668
5,stl#User:report list->User:report list->report list:dump report to Excel->dump report to Excel:Excel,Report generation,CTRL,4,0,4.333333333333333,17.333333333333332
6,stl#User:report list->User:report list->report list:dump report to Excel->dump report to Excel:Display an invalid store error message->Display an invalid store error message:Invalid store error message,Report generation,TRAN_NA,5,0,4,20
1,stl#User:document upload button->User:document upload button->document upload button:validate login information->validate login information:login,Secure Document Management,TRAN_NA,4,0,2.6666666666666665,10.666666666666666
2,stl#User:document upload button->User:document upload button->document upload button:validate login information->validate login information:document upload page->document upload page:store the document->store the document:document,Secure Document Management,TRAN_NA,6,0,4,24
3,stl#User:document upload button->User:document upload button->document upload button:validate login information->validate login information:document upload page->document upload page:store the document->store the document:Validate feedback data->Validate feedback data:Display an invalid store error message->Display an invalid store error message:Invalid store error message,Secure Document Management,TRAN_NA,8,0,3.5714285714285716,28.571428571428573
4,stl#User:document upload button->User:document upload button->document upload button:validate login information->validate login information:document upload page->document upload page:store the document->store the document:Display an invalid store error message->Display an invalid store error message:Invalid store error message,Secure Document Management,TRAN_NA,7,0,4,28
5,stl#User:Invalid store error message->User:Invalid store error message,Secure Document Management,CTRL,2,0,5,10
6,stl#User:document upload page->User:document upload page->document upload page:store the document->store the document:document,Secure Document Management,CTRL,4,0,4.333333333333333,17.333333333333332
7,stl#User:document upload page->User:document upload page->document upload page:store the document->store the document:Validate feedback data->Validate feedback data:Display an invalid store error message->Display an invalid store error message:Invalid store error message,Secure Document Management,TRAN_NA,6,0,3.6,21.6
8,stl#User:document upload page->User:document upload page->document upload page:store the document->store the document:Display an invalid store error message->Display an invalid store error message:Invalid store error message,Secure Document Management,TRAN_NA,5,0,4.25,21.25
1,stl#User:document view button->User:document view button->document view button:validate login information->validate login information:login,Secure File Management View Process,TRAN_NA,4,0,4.666666666666667,18.666666666666668
2,stl#User:document view button->User:document view button->document view button:validate login information->validate login information:load documents->load documents:document view page->document view page:query document->query document:document detail page,Secure File Management View Process,TRAN_NA,7,0,6.5,45.5
3,stl#User:document view button->User:document view button->document view button:validate login information->validate login information:load documents->load documents:document view page->document view page:query document->query document:document,Secure File Management View Process,TRAN_NA,7,0,6.5,45.5
4,stl#User:document view button->User:document view button->document view button:validate login information->validate login information:load documents->load documents:document view page->document view page:query document->query document:Display error message->Display error message:viewing document error message,Secure File Management View Process,TRAN_NA,8,0,5,40
5,stl#User:document view button->User:document view button->document view button:validate login information->validate login information:load documents->load documents:document,Secure File Management View Process,TRAN_NA,5,0,5.25,26.25
6,stl#User:document view page->User:document view page->document view page:query document->query document:document detail page,Secure File Management View Process,CTRL,4,0,9,36
7,stl#User:document view page->User:document view page->document view page:query document->query document:document,Secure File Management View Process,CTRL,4,0,9,36
8,stl#User:document view page->User:document view page->document view page:query document->query document:Display error message->Display error message:viewing document error message,Secure File Management View Process,TRAN_NA,5,0,5.75,28.75
9,stl#User:document detail page->User:document detail page,Secure File Management View Process,CTRL,2,0,9,18
10,stl#User:viewing document error message->User:viewing document error message,Secure File Management View Process,CTRL,2,0,3,6
11,stl#User:viewing document error message->User:viewing document error message,Secure File Management View Process,EXTCLL,2,0,3,6
12,stl#User:viewing document error message->User:viewing document error message,Secure File Management View Process,INT,2,0,3,6
1,stl#User:Article list->User:Article list->Article list:query article info->query article info:article info->article info:share to social network->share to social network:Twitter,Sharing articles to social media,TRAN_NA,6,0,2.2,13.200000000000001
2,stl#User:Article list->User:Article list->Article list:query article info->query article info:article,Sharing articles to social media,TRAN_NA,4,0,2.3333333333333335,9.333333333333334
3,stl#User:article info->User:article info->article info:share to social network->share to social network:Twitter,Sharing articles to social media,TRAN_NA,4,0,2.3333333333333335,9.333333333333334
